185,187,RJ,60011,RIO DE JANEIRO,1,71,N,1201,ESCOLA MUNICIPAL FRANCISCO BENJAMIN GALLOTTI,RUA DA AMÉRICA 81,SANTO CRISTO,20220590
185,187,RJ,60011,RIO DE JANEIRO,3,79,N,1295,INSTITUTO BRASILEIRO DE MEDICINA DE REABILITAÇÃO - IBMR,"PRAIA DE BOTAFOGO, 158",BOTAFOGO,22250145
185,187,RJ,60011,RIO DE JANEIRO,3,144,N,1465,IGREJA SANTISSIMA TRINDADE,"RUA SENADOR VERGUEIRO, 142 OU RUA SENADOR EUZEBIO, 35",FLAMENGO,22250080
185,187,RJ,60011,RIO DE JANEIRO,4,134,N,1350,CIEP - HUMAITA,RUA HUMAITA S/N,HUMAITA,22261001
185,187,RJ,60011,RIO DE JANEIRO,5,75,N,1732,ESCOLA MUNICIPAL ROMA,PRAÇA BERNARDELLI (LIDO) S/N,COPACABANA,22020030
185,187,RJ,60011,RIO DE JANEIRO,6,55,N,1104,CASA DOS AÇORES,AV. MELO MATOS 25,TIJUCA,20270290
185,187,RJ,60011,RIO DE JANEIRO,6,252,N,1465,COLÉGIO ESTADUAL ORSINA DA FONSECA,RUA SÃO FRANCISCO XAVIER 95,TIJUCA,20550010
185,187,RJ,60011,RIO DE JANEIRO,7,152,N,1627,CAIXA ECONÔMICA FEDERAL (PRAÇA),RUA CONDE DE BONFIM 302 A,TIJUCA,20520054
185,187,RJ,60011,RIO DE JANEIRO,7,189,N,1350,ESCOLA MUNICIPAL BARÃO DE ITACURUSSÁ,RUA ANDRADE NEVES 481,TIJUCA,20510230
185,187,RJ,60011,RIO DE JANEIRO,8,41,N,1112,SENAI,RUA DR. MANOEL COTRIM 195,JACARÉ,20961040
185,187,RJ,60011,RIO DE JANEIRO,8,73,N,1104,COLÉGIO ROSA DE SARON,"RUA LINO TEIXEIRA, N 264, UNIDADE II",RIACHUELO,20970007
185,187,RJ,60011,RIO DE JANEIRO,9,251,N,1112,ESCOLA MUNICIPAL PEROLA BYINGTON,RUA LUCIANO GALLET S/N,VARGEM GRANDE,22785110
185,187,RJ,60011,RIO DE JANEIRO,9,276,N,1201,MV1 TOTAL - CENTRO EDUCACIONAL DAS AMÉRICAS,"AV. DAS AMÉRICAS, 17.001",RECREIO,22790570
185,187,RJ,60011,RIO DE JANEIRO,9,298,N,1139,ESCOLA MUNICIPAL MARGARIDA GLÓRIA DE FARIA,AV. PROF. FAUSTO MOREIRA 250 - BARRA SUL,BARRA,22793340
185,187,RJ,60011,RIO DE JANEIRO,9,307,N,1210,ESCOLA MUNICIPAL DESEMBARGADOR NEY PALMEIRO,"R IGARAPÉ-AÇU, 340",CAMORIM,22783140
185,187,RJ,60011,RIO DE JANEIRO,9,324,N,1031,ESCOLA MUNICIPAL FREDERICO TROTTA,AV. FAUSTO MOREIRA S/N BARRA SUL,BARRA,22793340
185,187,RJ,60011,RIO DE JANEIRO,10,79,N,1279,ESCOLA MUNICIPAL FELIX PACHECO,RUA ASSIS CARNEIRO 649,PIEDADE,20740260
185,187,RJ,60011,RIO DE JANEIRO,10,215,N,1376,1A IGREJA BATISTA DA PIEDADE,RUA ASSIS CARNEIRO 520,PIEDADE,20740380
185,187,RJ,60011,RIO DE JANEIRO,11,153,N,1236,ESCOLA MUNICIPAL ANÍBAL FREIRE,RUA PROFESSOR PLÍNIO BASTOS 631,OLARIA,21021350
